task_id,title,description,type,difficulty,estimated_time,category,skill_level,tags,steps,hints,video_url,web_url
devops-06-10,Monitoring & Observability: Capstone,"Practice Monitoring & Observability within DevOps: step 10 of 10, progressing from basics to advanced.",practice,Expert,60 minutes,DevOps,Advanced,"devops,monitoring,&,observability",Read a short overview of Monitoring & Observability in DevOps|Implement a minimal example for Monitoring & Observability (task 10)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Monitoring & Observability' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-07-01,Security & DevSecOps: Intro,"Practice Security & DevSecOps within DevOps: step 1 of 10, progressing from basics to advanced.",coding,Easy,15 minutes,DevOps,Beginner,"devops,security,&,devsecops",Read a short overview of Security & DevSecOps in DevOps|Implement a minimal example for Security & DevSecOps (task 1)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Security & DevSecOps' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-07-02,Security & DevSecOps: Basics,"Practice Security & DevSecOps within DevOps: step 2 of 10, progressing from basics to advanced.",practice,Easy,15 minutes,DevOps,Beginner,"devops,security,&,devsecops",Read a short overview of Security & DevSecOps in DevOps|Implement a minimal example for Security & DevSecOps (task 2)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Security & DevSecOps' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-07-03,Security & DevSecOps: Hands-on,"Practice Security & DevSecOps within DevOps: step 3 of 10, progressing from basics to advanced.",project,Easy,15 minutes,DevOps,Beginner,"devops,security,&,devsecops",Read a short overview of Security & DevSecOps in DevOps|Implement a minimal example for Security & DevSecOps (task 3)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Security & DevSecOps' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-07-04,Security & DevSecOps: Apply,"Practice Security & DevSecOps within DevOps: step 4 of 10, progressing from basics to advanced.",quiz,Medium,25 minutes,DevOps,Intermediate,"devops,security,&,devsecops",Read a short overview of Security & DevSecOps in DevOps|Implement a minimal example for Security & DevSecOps (task 4)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Security & DevSecOps' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-07-05,Security & DevSecOps: Deep Dive,"Practice Security & DevSecOps within DevOps: step 5 of 10, progressing from basics to advanced.",coding,Medium,25 minutes,DevOps,Intermediate,"devops,security,&,devsecops",Read a short overview of Security & DevSecOps in DevOps|Implement a minimal example for Security & DevSecOps (task 5)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Security & DevSecOps' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-07-06,Security & DevSecOps: From Scratch,"Practice Security & DevSecOps within DevOps: step 6 of 10, progressing from basics to advanced.",practice,Medium,25 minutes,DevOps,Intermediate,"devops,security,&,devsecops",Read a short overview of Security & DevSecOps in DevOps|Implement a minimal example for Security & DevSecOps (task 6)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Security & DevSecOps' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-07-07,Security & DevSecOps: Best Practices,"Practice Security & DevSecOps within DevOps: step 7 of 10, progressing from basics to advanced.",project,Medium,25 minutes,DevOps,Intermediate,"devops,security,&,devsecops",Read a short overview of Security & DevSecOps in DevOps|Implement a minimal example for Security & DevSecOps (task 7)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Security & DevSecOps' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-07-08,Security & DevSecOps: Performance,"Practice Security & DevSecOps within DevOps: step 8 of 10, progressing from basics to advanced.",quiz,Hard,40 minutes,DevOps,Advanced,"devops,security,&,devsecops",Read a short overview of Security & DevSecOps in DevOps|Implement a minimal example for Security & DevSecOps (task 8)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Security & DevSecOps' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-07-09,Security & DevSecOps: Real-World,"Practice Security & DevSecOps within DevOps: step 9 of 10, progressing from basics to advanced.",coding,Hard,40 minutes,DevOps,Advanced,"devops,security,&,devsecops",Read a short overview of Security & DevSecOps in DevOps|Implement a minimal example for Security & DevSecOps (task 9)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Security & DevSecOps' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-07-10,Security & DevSecOps: Capstone,"Practice Security & DevSecOps within DevOps: step 10 of 10, progressing from basics to advanced.",practice,Expert,60 minutes,DevOps,Advanced,"devops,security,&,devsecops",Read a short overview of Security & DevSecOps in DevOps|Implement a minimal example for Security & DevSecOps (task 10)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Security & DevSecOps' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-08-01,Release Management: Intro,"Practice Release Management within DevOps: step 1 of 10, progressing from basics to advanced.",coding,Easy,15 minutes,DevOps,Beginner,"devops,release,management",Read a short overview of Release Management in DevOps|Implement a minimal example for Release Management (task 1)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Release Management' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-08-02,Release Management: Basics,"Practice Release Management within DevOps: step 2 of 10, progressing from basics to advanced.",practice,Easy,15 minutes,DevOps,Beginner,"devops,release,management",Read a short overview of Release Management in DevOps|Implement a minimal example for Release Management (task 2)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Release Management' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-08-03,Release Management: Hands-on,"Practice Release Management within DevOps: step 3 of 10, progressing from basics to advanced.",project,Easy,15 minutes,DevOps,Beginner,"devops,release,management",Read a short overview of Release Management in DevOps|Implement a minimal example for Release Management (task 3)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Release Management' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-08-04,Release Management: Apply,"Practice Release Management within DevOps: step 4 of 10, progressing from basics to advanced.",quiz,Medium,25 minutes,DevOps,Intermediate,"devops,release,management",Read a short overview of Release Management in DevOps|Implement a minimal example for Release Management (task 4)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Release Management' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-08-05,Release Management: Deep Dive,"Practice Release Management within DevOps: step 5 of 10, progressing from basics to advanced.",coding,Medium,25 minutes,DevOps,Intermediate,"devops,release,management",Read a short overview of Release Management in DevOps|Implement a minimal example for Release Management (task 5)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Release Management' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-08-06,Release Management: From Scratch,"Practice Release Management within DevOps: step 6 of 10, progressing from basics to advanced.",practice,Medium,25 minutes,DevOps,Intermediate,"devops,release,management",Read a short overview of Release Management in DevOps|Implement a minimal example for Release Management (task 6)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Release Management' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-08-07,Release Management: Best Practices,"Practice Release Management within DevOps: step 7 of 10, progressing from basics to advanced.",project,Medium,25 minutes,DevOps,Intermediate,"devops,release,management",Read a short overview of Release Management in DevOps|Implement a minimal example for Release Management (task 7)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Release Management' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-08-08,Release Management: Performance,"Practice Release Management within DevOps: step 8 of 10, progressing from basics to advanced.",quiz,Hard,40 minutes,DevOps,Advanced,"devops,release,management",Read a short overview of Release Management in DevOps|Implement a minimal example for Release Management (task 8)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Release Management' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-08-09,Release Management: Real-World,"Practice Release Management within DevOps: step 9 of 10, progressing from basics to advanced.",coding,Hard,40 minutes,DevOps,Advanced,"devops,release,management",Read a short overview of Release Management in DevOps|Implement a minimal example for Release Management (task 9)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Release Management' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-08-10,Release Management: Capstone,"Practice Release Management within DevOps: step 10 of 10, progressing from basics to advanced.",practice,Expert,60 minutes,DevOps,Advanced,"devops,release,management",Read a short overview of Release Management in DevOps|Implement a minimal example for Release Management (task 10)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Release Management' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-09-01,Scaling & HA: Intro,"Practice Scaling & HA within DevOps: step 1 of 10, progressing from basics to advanced.",coding,Easy,15 minutes,DevOps,Beginner,"devops,scaling,&,ha",Read a short overview of Scaling & HA in DevOps|Implement a minimal example for Scaling & HA (task 1)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Scaling & HA' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-09-02,Scaling & HA: Basics,"Practice Scaling & HA within DevOps: step 2 of 10, progressing from basics to advanced.",practice,Easy,15 minutes,DevOps,Beginner,"devops,scaling,&,ha",Read a short overview of Scaling & HA in DevOps|Implement a minimal example for Scaling & HA (task 2)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Scaling & HA' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-09-03,Scaling & HA: Hands-on,"Practice Scaling & HA within DevOps: step 3 of 10, progressing from basics to advanced.",project,Easy,15 minutes,DevOps,Beginner,"devops,scaling,&,ha",Read a short overview of Scaling & HA in DevOps|Implement a minimal example for Scaling & HA (task 3)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Scaling & HA' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-09-04,Scaling & HA: Apply,"Practice Scaling & HA within DevOps: step 4 of 10, progressing from basics to advanced.",quiz,Medium,25 minutes,DevOps,Intermediate,"devops,scaling,&,ha",Read a short overview of Scaling & HA in DevOps|Implement a minimal example for Scaling & HA (task 4)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Scaling & HA' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-09-05,Scaling & HA: Deep Dive,"Practice Scaling & HA within DevOps: step 5 of 10, progressing from basics to advanced.",coding,Medium,25 minutes,DevOps,Intermediate,"devops,scaling,&,ha",Read a short overview of Scaling & HA in DevOps|Implement a minimal example for Scaling & HA (task 5)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Scaling & HA' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-09-06,Scaling & HA: From Scratch,"Practice Scaling & HA within DevOps: step 6 of 10, progressing from basics to advanced.",practice,Medium,25 minutes,DevOps,Intermediate,"devops,scaling,&,ha",Read a short overview of Scaling & HA in DevOps|Implement a minimal example for Scaling & HA (task 6)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Scaling & HA' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-09-07,Scaling & HA: Best Practices,"Practice Scaling & HA within DevOps: step 7 of 10, progressing from basics to advanced.",project,Medium,25 minutes,DevOps,Intermediate,"devops,scaling,&,ha",Read a short overview of Scaling & HA in DevOps|Implement a minimal example for Scaling & HA (task 7)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Scaling & HA' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-09-08,Scaling & HA: Performance,"Practice Scaling & HA within DevOps: step 8 of 10, progressing from basics to advanced.",quiz,Hard,40 minutes,DevOps,Advanced,"devops,scaling,&,ha",Read a short overview of Scaling & HA in DevOps|Implement a minimal example for Scaling & HA (task 8)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Scaling & HA' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-09-09,Scaling & HA: Real-World,"Practice Scaling & HA within DevOps: step 9 of 10, progressing from basics to advanced.",coding,Hard,40 minutes,DevOps,Advanced,"devops,scaling,&,ha",Read a short overview of Scaling & HA in DevOps|Implement a minimal example for Scaling & HA (task 9)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Scaling & HA' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-09-10,Scaling & HA: Capstone,"Practice Scaling & HA within DevOps: step 10 of 10, progressing from basics to advanced.",practice,Expert,60 minutes,DevOps,Advanced,"devops,scaling,&,ha",Read a short overview of Scaling & HA in DevOps|Implement a minimal example for Scaling & HA (task 10)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Scaling & HA' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-10-01,SRE Practices: Intro,"Practice SRE Practices within DevOps: step 1 of 10, progressing from basics to advanced.",coding,Easy,15 minutes,DevOps,Beginner,"devops,sre,practices",Read a short overview of SRE Practices in DevOps|Implement a minimal example for SRE Practices (task 1)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'SRE Practices' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-10-02,SRE Practices: Basics,"Practice SRE Practices within DevOps: step 2 of 10, progressing from basics to advanced.",practice,Easy,15 minutes,DevOps,Beginner,"devops,sre,practices",Read a short overview of SRE Practices in DevOps|Implement a minimal example for SRE Practices (task 2)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'SRE Practices' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-10-03,SRE Practices: Hands-on,"Practice SRE Practices within DevOps: step 3 of 10, progressing from basics to advanced.",project,Easy,15 minutes,DevOps,Beginner,"devops,sre,practices",Read a short overview of SRE Practices in DevOps|Implement a minimal example for SRE Practices (task 3)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'SRE Practices' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-10-04,SRE Practices: Apply,"Practice SRE Practices within DevOps: step 4 of 10, progressing from basics to advanced.",quiz,Medium,25 minutes,DevOps,Intermediate,"devops,sre,practices",Read a short overview of SRE Practices in DevOps|Implement a minimal example for SRE Practices (task 4)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'SRE Practices' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-10-05,SRE Practices: Deep Dive,"Practice SRE Practices within DevOps: step 5 of 10, progressing from basics to advanced.",coding,Medium,25 minutes,DevOps,Intermediate,"devops,sre,practices",Read a short overview of SRE Practices in DevOps|Implement a minimal example for SRE Practices (task 5)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'SRE Practices' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-10-06,SRE Practices: From Scratch,"Practice SRE Practices within DevOps: step 6 of 10, progressing from basics to advanced.",practice,Medium,25 minutes,DevOps,Intermediate,"devops,sre,practices",Read a short overview of SRE Practices in DevOps|Implement a minimal example for SRE Practices (task 6)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'SRE Practices' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-10-07,SRE Practices: Best Practices,"Practice SRE Practices within DevOps: step 7 of 10, progressing from basics to advanced.",project,Medium,25 minutes,DevOps,Intermediate,"devops,sre,practices",Read a short overview of SRE Practices in DevOps|Implement a minimal example for SRE Practices (task 7)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'SRE Practices' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-10-08,SRE Practices: Performance,"Practice SRE Practices within DevOps: step 8 of 10, progressing from basics to advanced.",quiz,Hard,40 minutes,DevOps,Advanced,"devops,sre,practices",Read a short overview of SRE Practices in DevOps|Implement a minimal example for SRE Practices (task 8)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'SRE Practices' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-10-09,SRE Practices: Real-World,"Practice SRE Practices within DevOps: step 9 of 10, progressing from basics to advanced.",coding,Hard,40 minutes,DevOps,Advanced,"devops,sre,practices",Read a short overview of SRE Practices in DevOps|Implement a minimal example for SRE Practices (task 9)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'SRE Practices' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
devops-10-10,SRE Practices: Capstone,"Practice SRE Practices within DevOps: step 10 of 10, progressing from basics to advanced.",practice,Expert,60 minutes,DevOps,Advanced,"devops,sre,practices",Read a short overview of SRE Practices in DevOps|Implement a minimal example for SRE Practices (task 10)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'SRE Practices' in DevOps|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=0yWAtQ6wYNM,https://git-scm.com/docs/gittutorial
mobile-development-01-01,Mobile UX & Platforms: Intro,"Practice Mobile UX & Platforms within Mobile Development: step 1 of 10, progressing from basics to advanced.",coding,Easy,15 minutes,Mobile Development,Beginner,"mobile-development,mobile,ux,&",Read a short overview of Mobile UX & Platforms in Mobile Development|Implement a minimal example for Mobile UX & Platforms (task 1)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Mobile UX & Platforms' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
mobile-development-01-02,Mobile UX & Platforms: Basics,"Practice Mobile UX & Platforms within Mobile Development: step 2 of 10, progressing from basics to advanced.",practice,Easy,15 minutes,Mobile Development,Beginner,"mobile-development,mobile,ux,&",Read a short overview of Mobile UX & Platforms in Mobile Development|Implement a minimal example for Mobile UX & Platforms (task 2)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Mobile UX & Platforms' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
mobile-development-01-03,Mobile UX & Platforms: Hands-on,"Practice Mobile UX & Platforms within Mobile Development: step 3 of 10, progressing from basics to advanced.",project,Easy,15 minutes,Mobile Development,Beginner,"mobile-development,mobile,ux,&",Read a short overview of Mobile UX & Platforms in Mobile Development|Implement a minimal example for Mobile UX & Platforms (task 3)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Mobile UX & Platforms' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
mobile-development-01-04,Mobile UX & Platforms: Apply,"Practice Mobile UX & Platforms within Mobile Development: step 4 of 10, progressing from basics to advanced.",quiz,Medium,25 minutes,Mobile Development,Intermediate,"mobile-development,mobile,ux,&",Read a short overview of Mobile UX & Platforms in Mobile Development|Implement a minimal example for Mobile UX & Platforms (task 4)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Mobile UX & Platforms' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
mobile-development-01-05,Mobile UX & Platforms: Deep Dive,"Practice Mobile UX & Platforms within Mobile Development: step 5 of 10, progressing from basics to advanced.",coding,Medium,25 minutes,Mobile Development,Intermediate,"mobile-development,mobile,ux,&",Read a short overview of Mobile UX & Platforms in Mobile Development|Implement a minimal example for Mobile UX & Platforms (task 5)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Mobile UX & Platforms' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
mobile-development-01-06,Mobile UX & Platforms: From Scratch,"Practice Mobile UX & Platforms within Mobile Development: step 6 of 10, progressing from basics to advanced.",practice,Medium,25 minutes,Mobile Development,Intermediate,"mobile-development,mobile,ux,&",Read a short overview of Mobile UX & Platforms in Mobile Development|Implement a minimal example for Mobile UX & Platforms (task 6)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Mobile UX & Platforms' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
mobile-development-01-07,Mobile UX & Platforms: Best Practices,"Practice Mobile UX & Platforms within Mobile Development: step 7 of 10, progressing from basics to advanced.",project,Medium,25 minutes,Mobile Development,Intermediate,"mobile-development,mobile,ux,&",Read a short overview of Mobile UX & Platforms in Mobile Development|Implement a minimal example for Mobile UX & Platforms (task 7)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Mobile UX & Platforms' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
mobile-development-01-08,Mobile UX & Platforms: Performance,"Practice Mobile UX & Platforms within Mobile Development: step 8 of 10, progressing from basics to advanced.",quiz,Hard,40 minutes,Mobile Development,Advanced,"mobile-development,mobile,ux,&",Read a short overview of Mobile UX & Platforms in Mobile Development|Implement a minimal example for Mobile UX & Platforms (task 8)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Mobile UX & Platforms' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
mobile-development-01-09,Mobile UX & Platforms: Real-World,"Practice Mobile UX & Platforms within Mobile Development: step 9 of 10, progressing from basics to advanced.",coding,Hard,40 minutes,Mobile Development,Advanced,"mobile-development,mobile,ux,&",Read a short overview of Mobile UX & Platforms in Mobile Development|Implement a minimal example for Mobile UX & Platforms (task 9)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Mobile UX & Platforms' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
mobile-development-01-10,Mobile UX & Platforms: Capstone,"Practice Mobile UX & Platforms within Mobile Development: step 10 of 10, progressing from basics to advanced.",practice,Expert,60 minutes,Mobile Development,Advanced,"mobile-development,mobile,ux,&",Read a short overview of Mobile UX & Platforms in Mobile Development|Implement a minimal example for Mobile UX & Platforms (task 10)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Mobile UX & Platforms' in Mobile Development|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=fis26HvvDII,https://developer.android.com/docs
